Product code;Language;Quantity;Combination
7768087380;fr;100;
9303254996;fr;100;
3839807924;fr;100;
7299450217;fr;100;
2740949803;fr;100;
6961297046;fr;100;
9195783421;fr;100;
4638105934;fr;100;
556370118;fr;100000;
6623693462;fr;100;
9443059774;fr;100;
1339996454;fr;100;
5079926695;fr;100;
9415597805;fr;100;
9041622035;fr;100;
4477383821;fr;100;
7085858667;fr;100;
7092071506;fr;100;
1279130454;fr;100;
1931688094;fr;100;
2825141419;fr;100;
6012150789;fr;100;
3923656502;fr;100;
1828185432;fr;100;
3844280325;fr;100;
6118606095;fr;100;
3021226101;fr;100;
9768693615;fr;100;
6450681923;fr;100;
6695525449;fr;100;
1671398540;fr;100;
8893550131;fr;100;
2343814448;fr;100;
8836663112;fr;100;
9479382677;fr;100;
5421702241;fr;100;
916678022;fr;100000;
2658517729;fr;100;
539267431;fr;100000;
5535046077;fr;100;
5543527358;fr;100;
3057804334;fr;100;
8925620067;fr;100;
6660704242;fr;100;
5936651047;fr;100;
1882963015;fr;100;
980418118;fr;100000;
4603567157;fr;100;
2746293582;fr;100;
4566065872;fr;100;
885598854;fr;100000;
1383646305;fr;100;
6358944433;fr;100;
9296245390;fr;100;
4187717060;fr;100;
2823810051;fr;100;
4188430528;fr;100;
1850421882;fr;100;
751864127;fr;100000;
1581418541;fr;100;
1000139454;fr;100;
63255284;fr;100000;
6868622248;fr;100;
4823236563;fr;100;
240886456;fr;100000;
9099718312;fr;100;
8846525704;fr;100;
4107945215;fr;100;
6140284353;fr;100;
421204693;fr;100000;
5862861676;fr;100;
1740146167;fr;100;
6669294351;fr;100;
8805266566;fr;100;
4953690593;fr;100;
6326587315;fr;100;
7698157440;fr;100;
3917779918;fr;100;
7342596213;fr;100;
8654770930;fr;100;
9507718792;fr;100;
3299839712;fr;100;
6347900270;fr;100;
2018473099;fr;100;
722042828;fr;100000;
5506789063;fr;100;
9318203536;fr;100;
7879157414;fr;100;
3107319586;fr;100;
5334399220;fr;100;
1312506119;fr;100;
889144615;fr;100000;
3254535233;fr;100;
1494630672;fr;100;
1461461371;fr;100;
1880074968;fr;100;
805175756;fr;100000;
7583798710;fr;100;
763413900;fr;100000;
2916193847;fr;100;
2314810689;fr;100;
5309179356;fr;100;
3094383441;fr;100;
2948771068;fr;100;
673610387;fr;100000;
695109312;fr;100000;
7649773660;fr;100;
9885418526;fr;100;
5575611424;fr;100;
4847506521;fr;100;
6431062819;fr;100;
7617574191;fr;100;
7356184893;fr;100;
4960888041;fr;100;
4841212040;fr;100;
7643978466;fr;100;
7108691831;fr;100;
5985438517;fr;100;
7603428730;fr;100;
1053210688;fr;100;
2332990938;fr;100;
1843826148;fr;100;
2418943104;fr;100;
8463451432;fr;100;
1764318227;fr;100;
2391106830;fr;100;
6656367550;fr;100;
5484231106;fr;100;
114943961;fr;100000;
7452173532;fr;100;
1484238677;fr;100;
124951054;fr;100000;
9221200875;fr;100;
8511187921;fr;100;
1035193450;fr;100;
2675013799;fr;100;
9396736738;fr;100;
3340880106;fr;100;
2584797759;fr;100;
7005482319;fr;100;
125353154;fr;100000;
80860796;fr;100000;
9914965126;fr;100;
8338812441;fr;100;
177694837;fr;100000;
1741204744;fr;100;
2221405997;fr;100;
8559690373;fr;100;
8755586791;fr;100;
4300987356;fr;100;
3024808133;fr;100;
3875830139;fr;100;
3994527379;fr;100;
8193770886;fr;100;
3430925736;fr;100;
6437013637;fr;100;
7304264153;fr;100;
6778376518;fr;100;
5533684933;fr;100;
5690874756;fr;100;
528296770;fr;100000;
395910386;fr;100000;
4267444307;fr;100;
4248975124;fr;100;
6250977712;fr;100;
3223501065;fr;100;
7012197631;fr;100;
9098748976;fr;100;
4102087630;fr;100;
4126311729;fr;100;
6306874684;fr;100;
868377423;fr;100000;
8350669598;fr;100;
8084709897;fr;100;
4641406479;fr;100;
5495275347;fr;100;
9952003394;fr;100;
9630463286;fr;100;
3157897978;fr;100;
5385475503;fr;100;
3881863479;fr;100;
4777563156;fr;100;
6827083155;fr;100;
9905092643;fr;100;
784594261;fr;100000;
2131039884;fr;100;
9266512523;fr;100;
2456215016;fr;100;
6619874168;fr;100;
9118333133;fr;100;
4361658135;fr;100;
2778619656;fr;100;
4996810527;fr;100;
20052781;fr;100000;
8715232181;fr;100;
6785913608;fr;100;
2350904425;fr;100;
8906064133;fr;100;
6893454370;fr;100;
2234954293;fr;100;
2574463390;fr;100;
4811513540;fr;100;
2805569628;fr;100;
6721388534;fr;100;
1302634007;fr;100;
1314944872;fr;100;
4744736504;fr;100;
4710365442;fr;100;
6162052629;fr;100;
7924842908;fr;100;
8169918131;fr;100;
8864165151;fr;100;
5283163108;fr;100;
3422676943;fr;100;
1581004768;fr;100;
7144892175;fr;100;
8200967653;fr;100;
4870145688;fr;100;
9373479157;fr;100;
9040182740;fr;100;
8817864142;fr;100;
1840100065;fr;100;
8182363845;fr;100;
385153801;fr;100000;
6408289642;fr;100;
3062883308;fr;100;
3500456758;fr;100;
6428955805;fr;100;
1460941546;fr;100;
8470237760;fr;100;
6759025961;fr;100;
8775883842;fr;100;
4615952090;fr;100;
932060056;fr;100000;
8855842124;fr;100;
6367934617;fr;100;
3908367731;fr;100;
8755651120;fr;100;
6715255320;fr;100;
7378077741;fr;100;
1318246141;fr;100;
6104896720;fr;100;
5806818244;fr;100;
3472062959;fr;100;
3619509006;fr;100;
8626551483;fr;100;
2146587000;fr;100;
3578772559;fr;100;
6157634684;fr;100;
8653014028;fr;100;
2471901434;fr;100;
5978401988;fr;100;
9194173939;fr;100;
8769184076;fr;100;
4695020843;fr;100;
5912791457;fr;100;
1404160348;fr;100;
8317764884;fr;100;
6844507284;fr;100;
8776659020;fr;100;
4108470923;fr;100;
2432998766;fr;100;
7438146214;fr;100;
9099510472;fr;100;
5991308681;fr;100;
5385474630;fr;100;
255990616;fr;100000;
8032443675;fr;100;
8491791961;fr;100;
1667848776;fr;100;
329679378;fr;100000;
7864520104;fr;100;
1947313742;fr;100;
2696290857;fr;100;
7682795970;fr;100;
587744940;fr;100000;
1583833221;fr;100;
3212806997;fr;100;
5093194458;fr;100;
7836669860;fr;100;
3672179503;fr;100;
6222575485;fr;100;
8245926653;fr;100;
3274961648;fr;100;
503846240;fr;100000;
5080449110;fr;100;
1204986979;fr;100;
5859149592;fr;100;
6862726720;fr;100;
6918951170;fr;100;
6702061207;fr;100;
3590032682;fr;100;
5148906415;fr;100;
2641579756;fr;100;
2414275136;fr;100;
2578758671;fr;100;
1853246741;fr;100;
1961643772;fr;100;
2233722708;fr;100;
8337413674;fr;100;
6514142462;fr;100;
9564017894;fr;100;
4720259673;fr;100;
6865304576;fr;100;
3941960452;fr;100;
2807929593;fr;100;
5879022371;fr;100;
8897786128;fr;100;
352907119;fr;100000;
2812617392;fr;100;
8969305871;fr;100;
7254304847;fr;100;
7379223421;fr;100;
1435366459;fr;100;
6222987718;fr;100;
8468868119;fr;100;
8977250988;fr;100;
8775715296;fr;100;
2235391326;fr;100;
4697598050;fr;100;
9451125846;fr;100;
9999871404;fr;100;
6865311958;fr;100;
5684205280;fr;100;
440220992;fr;100;
483694071;fr;100;
337200588;fr;100;
973361715;fr;100;
300097085;fr;100;
786621889;fr;100;
416762057;fr;100;
88340021;fr;100;
174958297;fr;100;
814183388;fr;100;
342928874;fr;100;
479306757;fr;100;
755662010;fr;100;
68651531;fr;100;
629103849;fr;100;
849709856;fr;100;
402046902;fr;100;
327468959;fr;100;
862331282;fr;100;
200033490;fr;100;
599626732;fr;100;
271955737;fr;100;
595666116;fr;100;
772162672;fr;100;
475275583;fr;100;
274574955;fr;100;
160179095;fr;100;
596134758;fr;100;
306579262;fr;100;
754930968;fr;100;
652698249;fr;100;
323135269;fr;100;
601236219;fr;100;
356453984;fr;100;
601950554;fr;100;
817337890;fr;100;
86114361;fr;100;
524761314;fr;100;
488621315;fr;100;
263150212;fr;100;
129459490;fr;100;
621067123;fr;100;
853377159;fr;100;
163305156;fr;100;
335696534;fr;100;
695496369;fr;100;
626409263;fr;100;
803103377;fr;100;
282698362;fr;100;
825835869;fr;100;
446551817;fr;100;
34983927;fr;100;
351084231;fr;100;
428269854;fr;100;
787955452;fr;100;
711900366;fr;100;
558812693;fr;100;
921556605;fr;100;
633552706;fr;100;
867726623;fr;100;
740761665;fr;100;
811510194;fr;100;
370024291;fr;100;
10227936;fr;100;
933144383;fr;100;
97482633;fr;100;
285388264;fr;100;
67205344;fr;100;
944614021;fr;100;
556370118;fr;100;
916678022;fr;100;
539267431;fr;100;
980418118;fr;100;
885598854;fr;100;
751864127;fr;100;
63255284;fr;100;
240886456;fr;100;
421204693;fr;100;
722042828;fr;100;
889144615;fr;100;
805175756;fr;100;
763413900;fr;100;
695109312;fr;100;
673610387;fr;100;
114943961;fr;100;
124951054;fr;100;
125353154;fr;100;
80860796;fr;100;
177694837;fr;100;
528296770;fr;100;
395910386;fr;100;
868377423;fr;100;
784594261;fr;100;
20052781;fr;100;
385153801;fr;100;
932060056;fr;100;
255990616;fr;100;
329679378;fr;100;
587744940;fr;100;
503846240;fr;100;
352907119;fr;100;
